Province,District,Constituency,Candidate Name,Age,Gender,Political Party,Symbol,Votes Received,Status,Rank
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,क्षितिज थेबे,38,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,7693,,1
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,गजेन्द्र प्रसाद तुम्याङ लिम्बु,46,Male,नेपाली काँग्रेस,रुख,7097,,2
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,खेल प्रसाद बुडाक्षेत्री,50,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,3207,,3
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,सन्तोष राई,49,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,2706,,4
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,बिरेन्द्र श्रेष्ठ,55,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,1650,,5
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,"मुकसाम लाबुङ, लिम्बु",44,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,125,,6
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,किर्ती मान मादेन,65,Male,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,107,,7
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,अरुन सुब्बा (लेछर्वो),48,Male,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),74,,8
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,नरपती पौडेल,61,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,58,,9
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,ईन्द्र प्रसाद थापा,63,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,46,,10
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,सूर्य गुरुङ,66,Male,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,18,,11
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,इन्द्र कुमार लिम्बू,48,Male,नेपाल जनमुक्ति पार्टी,घर,17,,12
कोशी प्रदेश,ताप्लेजुङ,निर्वाचन क्षेत्र नं. 1,सन्त बहादुर लिम्बु,57,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,16,,13
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,हस्त राज शेर्मा,40,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,4498,,1
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,नरेन्द्र कुमार केरुङ,53,Male,नेपाली काँग्रेस,रुख,3891,,2
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,हर्क बहादुर नेम्बाङ,45,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,3214,,3
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,अइन्द्र सुन्दर नेम्वाङ,48,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,3062,,4
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,टेकबहादुर सुब्बा,42,Male,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,829,,5
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,महेन्द्र विक्रम थाम्सुहाङ,57,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,692,,6
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,तेज कुमार कुरुम्वाङ्ग,62,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,230,,7
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,भानु भक्त फियाक,50,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,64,,8
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,मित्र लिङदेन,52,Male,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),43,,9
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,नरेन्द्र प्रसाद कुरुम्‍वाङ,68,Male,नेपाल जनमुक्ति पार्टी,घर,38,,10
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,मचिन्द्र प्रसाद बेघा,69,Male,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,34,,11
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,प्रकाश काफ्ले,38,Male,प्रगतिशील लोकतान्त्रिक पार्टी,खुलेको एकल आँखा,31,,12
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,विजय नेम्वाङ,43,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,24,,13
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,राम कुमार तुम्रोक,47,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,13,,14
कोशी प्रदेश,पाँचथर,निर्वाचन क्षेत्र नं. 1,लक्षुमान तामाङ,40,Male,नेपाल मजदुर किसान पार्टी,मादल,5,,15
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,विनोद नेम्बाङ्ग लिम्बु,37,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,1720,,1
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,निश्कल राई,35,Male,नेपाली काँग्रेस,रुख,1717,,2
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,काजी मान कागते,64,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,1644,,3
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,विमल गदाल,54,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,1000,,4
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,रन बहादुर राई,54,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,514,,5
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,बुद्ध लाल मेचे,55,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,416,,6
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,हरि बहादुर गुरुङ,45,Male,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,131,,7
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,लिला बहादुर सुनुवार,58,Male,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),44,,8
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,ज्वाला  नेपाल,35,Female,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,39,,9
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,नारदमणी साङपाङ्ग,64,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,20,,10
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,राम प्रसाद लिम्बू,63,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,5,,11
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,तुल्सी केशरी प्रजापति (छुंजु),51,Female,नेपाल मजदुर किसान पार्टी,मादल,4,,12
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 1,डम्बर सिंह लिम्बु,68,Male,नेपाल जनमुक्ति पार्टी,घर,4,,13
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,सुहाङ नेम्बाङ,36,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,9151,,1
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,सुदिप राई,37,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,7344,,2
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,भेषराज आचार्य,61,Male,नेपाली काँग्रेस,रुख,4988,,3
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,गोकुल बहादुर राई,32,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,2335,,4
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,ओम बहादुर गुरुङ्ग,47,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,675,,5
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,दिवस राई,37,Male,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,311,,6
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,पवित्रा लिम्बु तुम्वाङफे,51,Female,राष्ट्रिय जनमुक्ति पार्टी,हात मिलाएको,300,,7
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,श्याम बहादुर लिम्वु,39,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,244,,8
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,सादर सिं लिङदेन (लिम्बु),49,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,220,,9
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,गणेश प्रसाद दुलाल,64,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,82,,10
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,बल बहादुर आङदेम्बे,64,Male,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),75,,11
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,याम वहादुर लिम्बु,49,Male,नेपाल जनमुक्ति पार्टी,घर,50,,12
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,होम प्रसाद खतिवडा,68,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,31,,13
कोशी प्रदेश,इलाम,निर्वाचन क्षेत्र नं. 2,डाक प्रसाद गौतम,58,Male,स्वतन्त्र,मुढा,10,,14
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,निशा डाँगी,29,Female,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,22761,,1
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,केवलराम राई,48,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,6146,,2
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,केशव राज पाण्डे,54,Male,नेपाली काँग्रेस,रुख,5877,,3
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,रामचन्द्र उप्रेती,67,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4674,,4
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,हेमराज कार्की,60,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,872,,5
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,सन्तोष तामाङ्ग,42,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,546,,6
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,अशेष घिमिरे,40,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,506,,7
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,नरेश कुमार लावती,46,Male,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,280,,8
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,मान बहादुर साँवा(लिम्बु),53,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,79,,9
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,दुर्गा प्रसाद साँवा लिम्वु,40,Male,स्वतन्त्र,क्याप,60,,10
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,ओलीन राजवंशी,60,Male,नेपाल सद्भावना पार्टी,पञ्जा छाप,53,,11
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,गणेश कुमार खरेल,48,Male,स्वतन्त्र,क्यामरा,16,,12
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,रमा मेचे,57,Female,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,14,,13
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,हिरण्य प्रसाद भट्टराई,83,Male,नेपाल मजदुर किसान पार्टी,मादल,13,,14
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 1,खान्द्रु करुवा,61,Male,नेपाल जनमुक्ति पार्टी,घर,12,,15
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,इन्दिरा राना मगर,55,Female,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,24650,,1
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,देव राज घिमिरे,69,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4705,,2
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,केशव कुमार भण्डारी,40,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,3196,,3
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,सरिता प्रसाई,58,Female,नेपाली काँग्रेस,रुख,2167,,4
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,भद्र प्रसाद नेपाल,50,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,1527,,5
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,धर्माशिला चापागाई,53,Female,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,522,,6
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,चुडा कर्ण बेघा,50,Male,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,204,,7
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,रमेश कुमार राजवंशी,41,Male,जनमत पार्टी,लाउड स्पिकर,153,,8
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,युवराज संग्रौला,66,Male,स्वतन्त्र,पंखा,117,,9
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,अकल बहादुर तामाङ्ग,55,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,77,,10
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,अर्जुन कुमार पाण्डे,56,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,52,,11
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,तिल बहादुर राई,38,Male,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),48,,12
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,अमृता लावती,53,Female,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,45,,13
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,पुण्य  प्रसाद अार्चाय,56,Male,स्वतन्त्र,सारङ्‌गी,28,,14
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,श्रीप्रसाद सिटौला,48,Male,नेपाल कम्युनिष्ट पार्टी (संयुक्त),हँसिया,15,,15
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,चन्द्र कुमारी गारु,50,Female,नेपाल मजदुर किसान पार्टी,मादल,11,,16
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,मान बहादुर पुलामी मगर,75,Male,नेपाल जनमुक्ति पार्टी,घर,11,,17
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 2,रमेश कुमार कार्की,56,Male,स्वतन्त्र,भँगेरा,4,,18
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,प्रकाश पाठक,37,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,25716,,1
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,राजेन्द्र प्रसाद लिङ्देन,60,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,11568,,2
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,राजेन्द्र कुमार घिमिरे,64,Male,नेपाली काँग्रेस,रुख,5056,,3
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,हरी बहादुर राजवंशी,66,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4794,,4
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,दिपक तिम्सिना,48,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,4739,,5
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,डिल्लीराम घिमिरे,45,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,864,,6
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,अभय राजवंशी,44,Male,स्वतन्त्र,आँप,351,,7
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,श्यामकृष्ण पाठक,50,Male,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,237,,8
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,हरसलाल राजवंशी,71,Male,जनमत पार्टी,लाउड स्पिकर,227,,9
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,याम कुमार श्रेष्ठ,43,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,218,,10
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,विनिता कुमारी राजवंशी,45,Female,जनता समाजवादी पार्टी(एकल चुनाव चिन्ह),चकिया (जाँतो),84,,11
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,मानप्रकाश संग्रौला,44,Male,स्वतन्त्र,सारङ्‌गी,57,,12
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,सन्तोष कटुवाल,39,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,46,,13
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,कर्ण लाल राजवंशि,39,Male,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,29,,14
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,जयेन मगर,38,Male,नेशनल रिपब्लिक नेपाल,उडिरहेको माहुरी,26,,15
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,चन्द्रकला सावा,44,Female,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,23,,16
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 3,धर्म लक्ष्मी दुवाल (लघु),57,Female,नेपाल मजदुर किसान पार्टी,मादल,8,,17
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,शम्भु प्रसाद ढकाल,50,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,15669,,1
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,लाल प्रसाद साँवा लिम्बू,58,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,4470,,2
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,देउ कुमार थेवे,63,Male,नेपाली काँग्रेस,रुख,3074,,3
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,अमृता देवि राई,61,Female,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,2439,,4
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,भक्ति प्रसाद सिटौला,64,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,828,,5
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,पुरुषोतम चुडाल,42,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,553,,6
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,सन्तोष तामाङ्ग,32,Male,उज्यालो नेपाल पार्टी,बलिरहेको बिजुलीको चिम,189,,7
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,लोथ्रो हेमरम,61,Male,जनमत पार्टी,लाउड स्पिकर,116,,8
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,किरण लिम्वु  लिङदेन,49,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,98,,9
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,पलटन ताजपुरिया,54,Male,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,41,,10
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,त्रीनारायण राजवंशी,64,Male,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),31,,11
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,तारा बहादुर थापा,37,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,28,,12
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,साजन माझी,28,Male,स्वतन्त्र,हेल्मेट,25,,13
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,टेक बहादुर अधिकारी,52,Male,नेपाल कम्युनिष्ट पार्टी मार्क्सवादी (पुष्पलाल),गैँती,24,,14
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,दिलिप धिमाल,41,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,19,,15
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 4,तुल्सी लक्ष्मी दुमरु (बाटी),43,Female,नेपाल मजदुर किसान पार्टी,मादल,6,,16
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,वालेन्द्र शाह,36,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,34863,,1
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,के.पी शर्मा ओली,74,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,9068,,2
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,समिर तामाङ्ग,33,Male,श्रम संस्कृति पार्टी,अँजुलीमा रहेको माटो,5645,,3
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,मंधरा चिमरिया,63,Female,नेपाली काँग्रेस,रुख,974,,4
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,रन्जित तामाङ,43,Male,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,862,,5
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,लक्ष्मी प्रसाद संग्रौला,54,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,779,,6
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,अमृतलाल महतो,43,Male,जनमत पार्टी,लाउड स्पिकर,169,,7
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,सविन राई,35,Male,राष्ट्रिय परिवर्तन पार्टी,बाँसुरी,124,,8
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,सान बहादुर मेचे,42,Male,मंगोल नेशनल अर्गनाइजेसन,कुखुराको भाले,84,,9
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,सुशान्त साम्पङ राइ,27,Male,संघीय लोकतान्त्रिक राष्ट्रिय मञ्च,दाप सहितको खुकुरी,50,,10
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,शोभा भण्डारी,51,Female,स्वतन्त्र,काउली,47,,11
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,पदम बहादुर जवेगु,48,Male,नेपाल जनमुक्ति पार्टी,घर,46,,12
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,संजय राई,32,Male,नेपाल कम्युनिस्ट पार्टी (माओवादी),गोलो घेराभित्र दुई पात भएको गुलाफको फूल,36,,13
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,अमृत रसाइलि,44,Male,राष्ट्रिय मुक्ति पार्टी नेपाल(एकल चुनाव चिन्ह),चकिया (जाँतो),27,,14
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,धिरेन सुब्बा,62,Male,"जनता समाजवादी पार्टी, नेपाल",ढल्केको छाता,19,,15
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,खेमनाथ शिवाकोटी,60,Male,स्वतन्त्र,क्यामरा,18,,16
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,पुस्कर खतिवडा,30,Male,स्वतन्त्र,मुढा,18,,17
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,धर्मराज गुरागाई,43,Male,पिपुल फर्ष्ट पार्टी,दुई औला खुलेको तिन औला बन्द भएको हातको आकृति,15,,18
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,डम्वर शाहु,42,Male,स्वतन्त्र,त्रिभुज,14,,19
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,विपुल गुरागाई,33,Male,स्वतन्त्र,पाण्डा,13,,20
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,अर्जुन सापकोटा,39,Male,स्वतन्त्र,क्याल्कुलेटर,6,,21
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,मातृका भट्टराई,46,Male,स्वतन्त्र,सिरिन्ज,4,,22
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,रञ्जना गौतम,48,Female,स्वतन्त्र,ग्याँस चुलो,2,,23
कोशी प्रदेश,झापा,निर्वाचन क्षेत्र नं. 5,प्रकाश नेपाल,40,Male,स्वतन्त्र,कैंची,1,,24
कोशी प्रदेश,संखुवासभा,निर्वाचन क्षेत्र नं. 1,अर्जुन कुमार कार्की,62,Male,नेपाल कम्युनिष्ट पार्टी (एकीकृत मार्क्सवादी लेनिनवादी),सुर्य,0,,1
कोशी प्रदेश,संखुवासभा,निर्वाचन क्षेत्र नं. 1,दिपन कुमार श्रेष्ठ,46,Male,नेपाली काँग्रेस,रुख,0,,2
कोशी प्रदेश,संखुवासभा,निर्वाचन क्षेत्र नं. 1,सरिता थापा,51,Female,नेपाली कम्युनिष्ट पार्टी,पाँचकुने तारा,0,,3
कोशी प्रदेश,संखुवासभा,निर्वाचन क्षेत्र नं. 1,मिङमा शेर्पा,47,Male,राष्ट्रिय स्वतन्त्र पार्टी,घण्टी,0,,4
कोशी प्रदेश,संखुवासभा,निर्वाचन क्षेत्र नं. 1,पदम बहादुर तामाङ,58,Male,राष्ट्रिय प्रजातन्त्र पार्टी,हलो,0,,5
